City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,atambua,-9.1061,124.8925,25.87,80,100,3.52,ID,1675998535
366,semirom,31.4167,51.5667,-13.11,90,25,1.69,IR,1675998535
367,half moon bay,37.4636,-122.4286,15.01,68,20,5.66,US,1675998526
368,kirkwall,58.9848,-2.9587,6.03,93,100,6.17,GB,1675998536
369,lima,-12.0432,-77.0282,24.94,77,40,8.75,PE,1675997855
370,sola,-13.8833,167.55,28.05,73,47,5.8,VU,1675998537
371,kruisfontein,-34.0033,24.7314,15.49,93,0,0.77,ZA,1675998538
372,arlit,18.7369,7.3853,21.03,15,0,2.84,NE,1675998538
373,bahia blanca,-38.7196,-62.2724,29.05,35,3,0.89,AR,1675998539
374,hornepayne,49.2138,-84.7705,-8.08,94,100,4.16,CA,1675998540
375,nichinan,31.6,131.3667,13.82,88,93,3.14,JP,1675998345
376,ixtapa,20.7,-105.2,21.57,83,0,2.06,MX,1675998541
377,sorong,-0.8833,131.25,27.97,72,85,2.69,ID,1675998541
378,muroto,33.2833,134.15,12.01,91,100,7.52,JP,1675998542
379,taiyuan,37.8694,112.5603,-1.08,80,10,2.0,CN,1675998543
380,deulgaon raja,20.0167,76.0333,22.83,21,11,1.46,IN,1675998431
381,porto santo,33.072,-16.3415,15.21,82,40,5.14,PT,1675998077
382,preobrazheniye,42.9019,133.9064,-4.41,84,100,0.98,RU,1675998547
383,hami,42.8,93.45,2.95,33,69,2.45,CN,1675998548
384,canutama,-6.5339,-64.3831,23.24,96,77,0.4,BR,1675998549
385,lavrentiya,65.5833,-171.0,-27.93,92,81,2.0,RU,1675998549
386,flinders,-34.5833,150.8552,29.54,69,5,1.79,AU,1675998550
387,bulgan,48.8125,103.5347,-11.12,78,83,1.35,MN,1675998551
388,tornio,65.8481,24.1466,0.01,99,83,1.89,FI,1675998552
389,cascais,38.6979,-9.4215,11.63,67,3,7.15,PT,1675998553
390,jaitaran,26.2031,73.9364,18.23,39,1,4.21,IN,1675998184
391,avera,33.194,-82.5271,18.73,89,100,2.62,US,1675998554
392,ipil,7.75,122.5167,28.39,70,100,1.38,PH,1675998555
393,marsh harbour,26.5412,-77.0636,23.15,66,0,6.77,BS,1675998556
394,acari,-15.4311,-74.6158,24.95,81,61,1.63,PE,1675998557
395,raymond,43.9015,-70.4703,4.04,95,100,2.2,US,1675998558
396,kavieng,-2.5744,150.7967,27.57,82,100,5.94,PG,1675998559
397,holme,56.1138,10.1725,4.76,87,96,5.26,DK,1675998560
398,roald,62.5833,6.1333,1.85,55,20,3.6,NO,1675998560
399,san carlos de bariloche,-41.1456,-71.3082,14.58,94,100,3.6,AR,1675998286
400,kudahuvadhoo,2.6708,72.8944,27.1,70,100,6.21,MV,1675998562
401,gualdo tadino,43.2317,12.781,0.63,68,66,2.24,IT,1675998563
402,qui nhon,13.7667,109.2333,25.72,74,28,0.55,VN,1675998564
403,acapulco,16.8634,-99.8901,26.9,69,0,3.09,MX,1675998564
404,khorixas,-20.3667,14.9667,18.24,71,4,1.16,NA,1675998566
405,cabra,37.4725,-4.4421,5.5,83,10,1.96,ES,1675998369
406,miraflores,19.2167,-98.8083,18.35,70,17,1.47,MX,1675998567
407,oranjemund,-28.55,16.4333,16.71,97,9,1.88,NA,1675998568
408,benemerito de las americas,16.5167,-90.6439,21.37,89,5,1.11,MX,1675998569
409,chimore,-16.9833,-65.1333,22.32,98,69,0.84,BO,1675998571
410,omsukchan,62.5333,155.8,-32.9,95,78,2.64,RU,1675998571
411,grand gaube,-20.0064,57.6608,26.32,75,61,2.68,MU,1675998572
412,inverness,57.4791,-4.224,7.66,82,75,8.23,GB,1675998573
413,kieta,-6.2167,155.6333,29.73,67,95,2.48,PG,1675998574
414,igarka,67.4667,86.5833,-20.16,96,100,6.94,RU,1675998575
415,padang,-0.9492,100.3543,27.03,75,100,1.52,ID,1675998104
416,berlevag,70.8578,29.0864,0.0,69,20,10.8,NO,1675998576
417,pacasmayo,-7.4006,-79.5714,23.16,78,86,4.24,PE,1675998577
418,ust-koksa,50.2696,85.6108,-6.35,95,100,0.77,RU,1675998578
419,yonago,35.4333,133.3333,4.99,96,100,1.58,JP,1675998578
420,amazar,53.858,120.875,-16.07,87,100,1.31,RU,1675998579
421,honningsvag,70.9821,25.9704,0.86,64,20,8.75,NO,1675998579
422,eyl,7.9803,49.8164,21.88,85,6,4.97,SO,1675998580
423,santa marta,11.2408,-74.199,29.03,54,19,6.17,CO,1675998522
424,meiganga,6.5167,14.3,18.53,23,70,2.45,CM,1675998581
425,mnogovershinnyy,53.9353,139.9242,-21.88,78,11,2.22,RU,1675998582
426,villazon,-22.0866,-65.5942,11.51,70,100,2.61,BO,1675998583
427,zarubino,42.63,131.0922,-2.1,94,100,5.23,RU,1675998583
428,elk river,45.3038,-93.5672,-1.95,82,49,6.55,US,1675998584
429,gombong,-7.6072,109.5142,30.36,61,78,0.39,ID,1675998584
430,college,64.8569,-147.8028,-18.82,79,75,3.09,US,1675998585
431,namatanai,-3.6667,152.4333,28.86,72,100,5.67,PG,1675998586
432,itarema,-2.9248,-39.9167,25.97,85,68,3.8,BR,1675998350
433,aktau,43.65,51.2,-7.68,56,100,3.57,KZ,1675998587
434,mishkino,55.3389,63.9175,-6.24,91,99,5.33,RU,1675998588
435,kenai,60.5544,-151.2583,-6.62,87,100,2.57,US,1675998589
436,riyadh,24.6877,46.7219,8.08,41,100,3.02,SA,1675998379
437,najran,17.4924,44.1277,11.95,55,9,1.63,SA,1675998590
438,strezhevoy,60.7333,77.5889,-24.68,100,62,2.48,RU,1675998590
439,bajil,15.0584,43.2851,23.49,80,6,1.39,YE,1675998591
440,amguri,26.8,94.5333,18.08,74,94,1.72,IN,1675998591
441,agirish,61.9247,63.0231,-7.81,92,84,3.26,RU,1675998592
442,ugoofaaru,5.6667,73.0,26.8,69,62,2.78,MV,1675998593
443,broken hill,-31.95,141.4333,37.22,10,0,11.85,AU,1675998593
444,carahue,-38.7,-73.1667,15.13,97,2,0.65,CL,1675998594
445,arrecife,28.963,-13.5477,16.99,59,100,5.66,ES,1675998595
446,adrar,20.5022,-10.0711,20.15,21,100,5.87,MR,1675998595
447,zhangjiakou,40.81,114.8794,-3.15,81,96,0.62,CN,1675998596
448,kaitangata,-46.2817,169.8464,14.9,56,77,3.31,NZ,1675998597
449,nago,26.5881,127.9761,20.25,87,100,5.67,JP,1675998598
450,jiuquan,39.7432,98.5174,3.31,16,19,2.22,CN,1675998598
451,komsomolskiy,40.4272,71.7189,-1.6,93,100,2.06,UZ,1675998599
452,yei,4.095,30.6779,20.93,34,20,0.74,SS,1675998600
453,foumban,5.7291,10.9001,18.12,33,47,1.39,CM,1675998601
454,cayenne,4.9333,-52.3333,25.02,88,75,1.54,GF,1675998602
455,san ramon,37.7799,-121.978,14.18,73,0,0.0,US,1675998374
456,yerbogachen,61.2767,108.0108,-22.0,95,100,1.4,RU,1675998604
457,lata,40.1629,-8.3327,5.51,72,0,2.88,PT,1675998606
458,kirakira,-10.4544,161.9205,28.05,80,100,3.35,SB,1675998607
459,tera,14.0078,0.7531,22.59,12,0,4.63,NE,1675998608
460,arman,59.7,150.1667,-16.25,70,100,4.82,RU,1675998609
461,trapani,37.8333,12.6667,6.82,89,100,13.2,IT,1675998393
462,sao filipe,14.8961,-24.4956,20.27,81,64,4.73,CV,1675998610
463,grants,35.1473,-107.8514,-5.87,45,0,0.0,US,1675998371
464,puro,12.4841,123.3827,27.0,79,98,5.87,PH,1675998612
465,tadine,-21.55,167.8833,28.34,75,99,5.74,NC,1675998613
466,mananara,-16.1667,49.7667,22.28,94,86,1.93,MG,1675998614
467,naduvattam,11.4833,76.5667,16.5,36,86,1.8,IN,1675998615
468,timra,62.487,17.3257,0.82,60,70,8.75,SE,1675998617
469,porto empedocle,37.2934,13.5264,6.7,89,100,11.8,IT,1675998618
470,hinton,53.4001,-117.5857,-4.06,91,100,2.85,CA,1675998620
471,buluang,13.3068,123.3425,28.98,66,97,1.73,PH,1675998621
472,samarai,-10.6167,150.6667,27.85,79,100,3.05,PG,1675998622
473,biak,-0.9131,122.8766,28.55,63,100,1.37,ID,1675998142
474,la sarre,48.8002,-79.1996,-1.9,96,100,4.35,CA,1675998576
475,maceio,-9.6658,-35.7353,24.69,94,20,1.54,BR,1675998344
476,mollendo,-17.0231,-72.0147,23.36,85,45,2.25,PE,1675998625
477,macenta,8.5435,-9.471,21.21,93,87,0.67,GN,1675998626
478,benguela,-12.5763,13.4055,22.84,81,64,0.23,AO,1675998627
479,saint-georges,12.0564,-61.7485,24.82,83,20,7.72,GD,1675998495
480,novyy svit,47.8059,38.0211,-6.38,89,100,0.27,UA,1675998630
481,conceicao da barra,-18.5933,-39.7322,23.75,86,47,2.16,BR,1675998631
482,oyon,-10.6681,-76.7731,9.17,90,100,0.8,PE,1675998633
483,caravelas,-17.7125,-39.2481,23.02,91,86,1.63,BR,1675998633
484,hobyo,5.3505,48.5268,23.83,76,6,7.4,SO,1675998634
485,rawson,-43.3002,-65.1023,26.23,37,13,9.27,AR,1675998047
486,saint-pierre,-21.3393,55.4781,24.82,65,0,3.09,RE,1675998635
487,bayan,46.0833,127.4,-5.5,93,100,2.54,CN,1675998636
488,pochutla,15.7432,-96.4661,25.46,61,0,1.84,MX,1675998638
489,ripoll,42.2006,2.1903,1.44,95,11,0.45,ES,1675998514
490,ostrovnoy,68.0531,39.5131,0.78,76,100,11.32,RU,1675998640
491,talcahuano,-36.7167,-73.1167,18.82,72,0,4.63,CL,1675998641
492,antsohihy,-14.8796,47.9875,22.38,95,100,1.24,MG,1675998641
493,lethem,3.3803,-59.7968,25.58,72,92,6.12,GY,1675998642
494,kalianget,-7.05,113.9333,27.74,80,88,5.48,ID,1675998643
495,dauriya,49.9333,116.8667,-17.27,93,100,1.48,RU,1675998643
496,ahipara,-35.1667,173.1667,21.12,55,100,1.62,NZ,1675998644
497,ajdabiya,30.7554,20.2263,12.05,53,100,6.64,LY,1675998645
498,bangkalan,-7.0455,112.7351,28.97,75,89,3.29,ID,1675998645
499,sisophon,13.5859,102.9737,31.69,53,29,1.77,KH,1675998646
500,mount gambier,-37.8333,140.7667,30.52,28,0,4.54,AU,1675998542
501,anloga,5.7947,0.8973,26.77,86,71,4.82,GH,1675998647
502,hays,30.0502,-98.0336,15.35,62,19,0.89,US,1675998648
503,sarkand,45.41,79.9186,-7.66,86,93,0.96,KZ,1675998648
504,sambava,-14.2667,50.1667,23.21,90,94,3.38,MG,1675998649
505,obigarm,38.7173,69.7088,-2.59,97,100,2.09,TJ,1675998650
506,taoudenni,22.6783,-3.9836,19.22,18,100,6.05,ML,1675998650
507,kampene,-3.6,26.6667,20.39,90,100,0.9,CD,1675998651
508,winslow,35.0242,-110.6974,1.1,32,0,0.0,US,1675998652
509,virginia beach,36.8529,-75.978,19.46,76,0,6.17,US,1675998050
510,rebrikha,53.0733,82.3408,-25.54,100,94,1.4,RU,1675998653
511,kungurtug,50.5994,97.5228,-14.08,93,84,0.37,RU,1675998653
512,port macquarie,-31.4333,152.9167,28.27,59,18,5.64,AU,1675998654
513,nuuk,64.1835,-51.7216,-11.62,93,100,4.91,GL,1675998655
514,calvinia,-31.4707,19.776,19.87,45,0,2.44,ZA,1675998656
515,lubao,14.9167,120.55,29.25,55,95,4.24,PH,1675998656
516,kathmandu,27.7167,85.3167,10.47,81,20,1.03,NP,1675998432
517,vanimo,-2.6741,141.3028,28.12,73,99,3.75,PG,1675998658
518,olinda,-8.0089,-34.8553,26.85,78,75,3.09,BR,1675998658
519,cleveland,41.4995,-81.6954,9.28,73,100,16.46,US,1675998403
520,evensk,61.95,159.2333,-19.56,72,90,5.39,RU,1675998659
521,mogok,22.9167,96.5,21.01,30,2,0.43,MM,1675998660
522,jackson,42.4165,-122.8345,11.53,61,0,1.54,US,1675998482
523,kodinsk,58.6881,99.1844,-21.12,100,100,0.66,RU,1675998661
524,pierre,44.3683,-100.351,-3.73,76,0,3.6,US,1675998431
525,necochea,-38.5473,-58.7368,17.24,91,0,4.55,AR,1675998664
526,aitape,-3.1374,142.3475,29.43,67,98,3.77,PG,1675998665
527,alice springs,-23.7,133.8833,35.75,16,0,8.23,AU,1675998666
528,dunedin,-45.8742,170.5036,14.49,69,92,5.24,NZ,1675998658
529,rudnogorsk,57.2639,103.7519,-16.95,94,93,0.5,RU,1675998668
530,port hedland,-20.3167,118.5667,36.03,44,20,6.17,AU,1675998669
531,los llanos de aridane,28.6585,-17.9182,12.86,82,40,4.12,ES,1675998669
532,huanren,41.2647,125.3667,0.89,47,68,1.84,CN,1675998671
533,potam,27.6,-110.3833,15.99,57,21,5.19,MX,1675998673
534,powell river,49.8496,-124.5361,7.79,92,100,6.15,CA,1675998648
535,tshela,-4.9833,12.9333,22.46,99,100,0.33,CD,1675998675
536,beihai,21.4833,109.1,20.99,90,99,5.15,CN,1675998676
537,matagami,49.7502,-77.6328,-6.92,95,100,4.31,CA,1675998677
538,rio grande,-32.035,-52.0986,23.99,82,0,4.82,BR,1675998598
539,ewa beach,21.3156,-158.0072,25.97,60,40,11.83,US,1675998678
540,wicklow,53.0,-6.4167,3.38,91,91,1.74,IE,1675998680
541,kulhudhuffushi,6.6221,73.07,26.21,72,97,1.66,MV,1675998681
542,coihaique,-45.5752,-72.0662,12.34,93,75,3.6,CL,1675998663
543,tiverton,50.9,-3.4833,2.51,88,73,1.54,GB,1675998682
544,makakilo city,21.3469,-158.0858,25.18,59,40,11.83,US,1675998683
545,bandar-e lengeh,26.5579,54.8807,16.08,43,89,7.39,IR,1675998685
546,tongliao,43.6125,122.2653,-2.16,69,8,2.65,CN,1675998687
547,zafra,38.4167,-6.4167,3.68,85,10,2.27,ES,1675998688
548,salalah,17.0151,54.0924,24.05,27,0,6.17,OM,1675998689
549,leshukonskoye,64.8989,45.7622,-1.91,92,100,5.06,RU,1675998690
550,utica,43.1009,-75.2327,9.83,86,87,6.39,US,1675998591
551,jiexiu,37.0244,111.9125,3.4,59,5,1.89,CN,1675998691
